GeneID,Term,Type,Description
NMP1,GO:0007098,BP,Centrosome cycle
NMP1,GO:0051011,MF,Microtubule minus-end binding
NMP1,GO:0051225,BP,Spindle assembly
NMP1,GO:0070652,CC,HAUS complex
DHS,GO:0005737,CC,Cytoplasm
DHS,GO:0008612,BP,Peptidyl-lysine modification to peptidyl-hypusine
DHS,GO:0034038,MF,Deoxyhypusine synthase activity
eIF-5A1,GO:0003723,MF,RNA binding
eIF-5A1,GO:0003746,MF,Translation elongation factor activity
eIF-5A1,GO:0006414,BP,Translational elongation
eIF-5A1,GO:0043022,MF,Ribosome binding
eIF-5A1,GO:0045901,BP,Positive regulation of translational elongation
eIF-5A1,GO:0045905,BP,Positive regulation of translational termination
eIF-5A2,GO:0003723,MF,RNA binding
eIF-5A2,GO:0003746,MF,Translation elongation factor activity
eIF-5A2,GO:0006414,BP,Translational elongation
eIF-5A2,GO:0043022,MF,Ribosome binding
eIF-5A2,GO:0045901,BP,Positive regulation of translational elongation
eIF-5A2,GO:0045905,BP,Positive regulation of translational termination
eIF-5A3,GO:0003723,MF,RNA binding
eIF-5A3,GO:0003746,MF,Translation elongation factor activity
eIF-5A3,GO:0006414,BP,Translational elongation
eIF-5A3,GO:0043022,MF,Ribosome binding
eIF-5A3,GO:0045901,BP,Positive regulation of translational elongation
eIF-5A3,GO:0045905,BP,Positive regulation of translational termination
PTOX,GO:0005739,CC,Mitochondrion
PTOX,GO:0009579,CC,Thylakoid
PTOX,GO:0009916,MF,Alternative oxidase activity
PTOX,GO:0010230,BP,Alternative respiration
PTOX,GO:0016117,BP,Carotenoid biosynthetic process
DES,GO:0004497,MF,Monooxygenase activity
DES,GO:0005506,MF,Iron ion binding
DES,GO:0016125,BP,Sterol metabolic process
DES,GO:0016705,MF,Oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen
DES,GO:0020037,MF,Heme binding
HO2,GO:0004392,MF,Heme oxygenase (decyclizing) activity
HO2,GO:0006788,BP,Heme oxidation
HO2,GO:0010024,BP,Phytochromobilin biosynthetic process
LOC543677,GO:0005737,CC,Cytoplasm
LOC543677,GO:0009534,CC,Chloroplast thylakoid
LOC543677,GO:0010277,MF,Chlorophyllide a oxygenase activity
LOC543677,GO:0032441,MF,Pheophorbide a oxygenase activity
LOC543677,GO:0051537,MF,2 iron; 2 sulfur cluster binding
Sip1,GO:0005515,MF,Protein binding
EIL1,GO:0003677,MF,DNA binding
EIL1,GO:0003700,MF,DNA-binding transcription factor activity
EIL1,GO:0005634,CC,Nucleus
EIL3,GO:0003677,MF,DNA binding
EIL3,GO:0003700,MF,DNA-binding transcription factor activity
EIL3,GO:0005634,CC,Nucleus
LOC543681,GO:0000234,MF,Phosphoethanolamine N-methyltransferase activity
LOC543681,GO:0006656,BP,Phosphatidylcholine biosynthetic process
DXR,GO:0005515,MF,Protein binding
DXR,GO:0008299,BP,Isoprenoid biosynthetic process
DXR,GO:0030145,MF,Manganese ion binding
DXR,GO:0030604,MF,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
DXR,GO:0051484,BP,Isopentenyl diphosphate biosynthetic process; methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process
DXR,GO:0070402,MF,NADPH binding
LOC543684,GO:0004672,MF,Protein kinase activity
LOC543684,GO:0005524,MF,ATP binding
LOC543684,GO:0006468,BP,Protein phosphorylation
ST1,GO:0005886,CC,Plasma membrane
ST1,GO:0008271,MF,Secondary active sulfate transmembrane transporter activity
ST1,GO:0055085,BP,Transmembrane transport
ST2,GO:0005886,CC,Plasma membrane
ST2,GO:0008271,MF,Secondary active sulfate transmembrane transporter activity
ST2,GO:0055085,BP,Transmembrane transport
infA,GO:0003723,MF,RNA binding
infA,GO:0003743,MF,Translation initiation factor activity
infA,GO:0005829,CC,Cytosol
infA,GO:0006413,BP,Translational initiation
infA,GO:0043022,MF,Ribosome binding
Cry1b,GO:0003677,MF,DNA binding
Cry1b,GO:0003904,MF,Deoxyribodipyrimidine photo-lyase activity
Cry1b,GO:0005634,CC,Nucleus
Cry1b,GO:0005737,CC,Cytoplasm
Cry1b,GO:0009785,BP,Blue light signaling pathway
Cry1b,GO:0009882,MF,Blue light photoreceptor activity
Cry1b,GO:0032922,BP,Circadian regulation of gene expression
Cry1b,GO:0043153,BP,Entrainment of circadian clock by photoperiod
Cry1b,GO:0071949,MF,FAD binding
CDPK1,GO:0004683,MF,Calcium/calmodulin-dependent protein kinase activity
CDPK1,GO:0005509,MF,Calcium ion binding
CDPK1,GO:0005516,MF,Calmodulin binding
CDPK1,GO:0005524,MF,ATP binding
CDPK1,GO:0005634,CC,Nucleus
CDPK1,GO:0005737,CC,Cytoplasm
CDPK1,GO:0009931,MF,Calcium-dependent protein serine/threonine kinase activity
CDPK1,GO:0018105,BP,Peptidyl-serine phosphorylation
CDPK1,GO:0035556,BP,Intracellular signal transduction
CDPK1,GO:0046777,BP,Protein autophosphorylation
RanBP1,GO:0005096,MF,GTPase activator activity
RanBP1,GO:0005643,CC,Nuclear pore
RanBP1,GO:0005737,CC,Cytoplasm
RanBP1,GO:0006913,BP,Nucleocytoplasmic transport
BL3,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
BL3,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
BL3,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC543692,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC543692,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC543692,GO:0006357,BP,Regulation of transcription by RNA polymerase II
BL2,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
BL2,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
BL2,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC543694,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC543694,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC543694,GO:0006357,BP,Regulation of transcription by RNA polymerase II
KN4,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
KN4,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
KN4,GO:0005634,CC,Nucleus
KN4,GO:0006357,BP,Regulation of transcription by RNA polymerase II
VDE,GO:0009507,CC,Chloroplast
VDE,GO:0010028,BP,Xanthophyll cycle
VDE,GO:0015994,BP,Chlorophyll metabolic process
VDE,GO:0046422,MF,Violaxanthin de-epoxidase activity
NITF,GO:0003700,MF,DNA-binding transcription factor activity
NITF,GO:0006351,BP,DNA-templated transcription
NITF,GO:0006355,BP,Regulation of DNA-templated transcription
NITF,GO:0043565,MF,Sequence-specific DNA binding
LOC543698,GO:0005975,BP,Carbohydrate metabolic process
LOC543698,GO:0008422,MF,Beta-glucosidase activity
HMGR,GO:0004420,MF,Hydroxymethylglutaryl-CoA reductase (NADPH) activity
HMGR,GO:0005515,MF,Protein binding
HMGR,GO:0005778,CC,Peroxisomal membrane
HMGR,GO:0005789,CC,Endoplasmic reticulum membrane
HMGR,GO:0008299,BP,Isoprenoid biosynthetic process
HMGR,GO:0015936,BP,Coenzyme A metabolic process
HMGR,GO:0016126,BP,Sterol biosynthetic process
HDS,GO:0005506,MF,Iron ion binding
HDS,GO:0009507,CC,Chloroplast
HDS,GO:0016114,BP,Terpenoid biosynthetic process
HDS,GO:0019288,BP,Isopentenyl diphosphate biosynthetic process; methylerythritol 4-phosphate pathway
HDS,GO:0046429,MF,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
fer,GO:0003700,MF,DNA-binding transcription factor activity
fer,GO:0005634,CC,Nucleus
fer,GO:0006355,BP,Regulation of DNA-templated transcription
fer,GO:0043565,MF,Sequence-specific DNA binding
fer,GO:0046983,MF,Protein dimerization activity
INT4,GO:0005366,MF,Myo-inositol:proton symporter activity
INT4,GO:0015798,BP,Myo-inositol transport
INT4,GO:0016020,CC,Membrane
INT4,GO:0055085,BP,Transmembrane transport
MADS-MC,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MADS-MC,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
MADS-MC,GO:0005634,CC,Nucleus
MADS-MC,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
MADS-MC,GO:0046983,MF,Protein dimerization activity
RIN,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
RIN,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
RIN,GO:0005634,CC,Nucleus
RIN,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
RIN,GO:0046983,MF,Protein dimerization activity
LOC543709,GO:0016020,CC,Membrane
LOC543709,GO:0042284,MF,Sphingolipid delta-4 desaturase activity
LOC543709,GO:0046513,BP,Ceramide biosynthetic process
LOC543710,GO:0000287,MF,Magnesium ion binding
LOC543710,GO:0005986,BP,Sucrose biosynthetic process
LOC543710,GO:0050307,MF,Sucrose-phosphate phosphatase activity
DREB1,GO:0000976,MF,Transcription cis-regulatory region binding
DREB1,GO:0003700,MF,DNA-binding transcription factor activity
DREB1,GO:0005634,CC,Nucleus
DREB1,GO:0006950,BP,Response to stress
DREB1,GO:0045893,BP,Positive regulation of DNA-templated transcription
EREB,GO:0003677,MF,DNA binding
EREB,GO:0003700,MF,DNA-binding transcription factor activity
EREB,GO:0006355,BP,Regulation of DNA-templated transcription
EREB,GO:0009873,BP,Ethylene-activated signaling pathway
LIN7,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LIN7,GO:0005975,BP,Carbohydrate metabolic process
DREB3,GO:0003700,MF,DNA-binding transcription factor activity
DREB3,GO:0005634,CC,Nucleus
DREB3,GO:0006355,BP,Regulation of DNA-templated transcription
DREB3,GO:0043565,MF,Sequence-specific DNA binding
LOC543715,GO:0004797,MF,Thymidine kinase activity
LOC543715,GO:0005524,MF,ATP binding
LOC543715,GO:0046104,BP,Thymidine metabolic process
LOC543718,GO:0005739,CC,Mitochondrion
LOC543718,GO:0009396,BP,Folic acid-containing compound biosynthetic process
LOC543718,GO:0030272,MF,5-formyltetrahydrofolate cyclo-ligase activity
LOC543718,GO:0035999,BP,Tetrahydrofolate interconversion
PYD1A,GO:0002058,MF,Uracil binding
PYD1A,GO:0005737,CC,Cytoplasm
PYD1A,GO:0006210,BP,Thymine catabolic process
PYD1A,GO:0006212,BP,Uracil catabolic process
PYD1A,GO:0017113,MF,Dihydropyrimidine dehydrogenase (NADP+) activity
PYD1A,GO:0050661,MF,NADP binding
mek1,GO:0000165,BP,MAPK cascade
mek1,GO:0004708,MF,MAP kinase kinase activity
mek1,GO:0005524,MF,ATP binding
mek1,GO:0006468,BP,Protein phosphorylation
MET1,GO:0003677,MF,DNA binding
MET1,GO:0003682,MF,Chromatin binding
MET1,GO:0003886,MF,DNA (cytosine-5-)-methyltransferase activity
MET1,GO:0005634,CC,Nucleus
MET1,GO:0044027,BP,Negative regulation of gene expression via chromosomal CpG island methylation
cycd3c2,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
cycd3c2,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
cycd3c2,GO:0005634,CC,Nucleus
cycd3c2,GO:0005737,CC,Cytoplasm
cycd3c2,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
cycd3c2,GO:0044772,BP,Mitotic cell cycle phase transition
cycd3c3,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
cycd3c3,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
cycd3c3,GO:0005634,CC,Nucleus
cycd3c3,GO:0005737,CC,Cytoplasm
cycd3c3,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
cycd3c3,GO:0044772,BP,Mitotic cell cycle phase transition
exp18,GO:0005576,CC,Extracellular region
exp18,GO:0009664,BP,Plant-type cell wall organization
TCTR2,GO:0004672,MF,Protein kinase activity
TCTR2,GO:0005524,MF,ATP binding
TCTR2,GO:0005737,CC,Cytoplasm
TCTR2,GO:0006468,BP,Protein phosphorylation
TCTR2,GO:0007165,BP,Signal transduction
sbt3,GO:0004252,MF,Serine-type endopeptidase activity
sbt3,GO:0006508,BP,Proteolysis
sbt4a,GO:0004252,MF,Serine-type endopeptidase activity
sbt4a,GO:0006508,BP,Proteolysis
ht2,GO:0015145,MF,Monosaccharide transmembrane transporter activity
ht2,GO:0015749,BP,Monosaccharide transmembrane transport
ht2,GO:0016020,CC,Membrane
CIF1,GO:0004857,MF,Enzyme inhibitor activity
CIF1,GO:0043086,BP,Negative regulation of catalytic activity
LOC543730,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
LOC543730,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
LOC543730,GO:0005634,CC,Nucleus
LOC543730,GO:0005737,CC,Cytoplasm
LOC543730,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
LOC543730,GO:0044772,BP,Mitotic cell cycle phase transition
sus3,GO:0005985,BP,Sucrose metabolic process
sus3,GO:0016157,MF,Sucrose synthase activity
LOC543732,GO:0005737,CC,Cytoplasm
LOC543732,GO:0016925,BP,Protein sumoylation
LOC543732,GO:0019948,MF,SUMO activating enzyme activity
LOC543732,GO:0031510,CC,SUMO activating enzyme complex
HY5,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
HY5,GO:0005634,CC,Nucleus
HY5,GO:0010017,BP,Red or far-red light signaling pathway
HY5,GO:0010099,BP,Regulation of photomorphogenesis
HY5,GO:0010114,BP,Response to red light
HY5,GO:0010218,BP,Response to far red light
HY5,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
ERabp1,GO:0000911,BP,Cytokinesis by cell plate formation
ERabp1,GO:0009826,BP,Unidimensional cell growth
ERabp1,GO:0010011,MF,Auxin binding
ERabp1,GO:0032877,BP,Positive regulation of DNA endoreduplication
ERabp1,GO:0045793,BP,Positive regulation of cell size
ERabp1,GO:0051781,BP,Positive regulation of cell division
sumo,GO:0005634,CC,Nucleus
sumo,GO:0016925,BP,Protein sumoylation
sumo,GO:0031386,MF,Protein tag activity
sumo,GO:0044389,MF,Ubiquitin-like protein ligase binding
TBG4,GO:0004565,MF,Beta-galactosidase activity
TBG4,GO:0005618,CC,Cell wall
TBG4,GO:0005773,CC,Vacuole
TBG4,GO:0005975,BP,Carbohydrate metabolic process
ht1,GO:0015145,MF,Monosaccharide transmembrane transporter activity
ht1,GO:0015749,BP,Monosaccharide transmembrane transport
ht1,GO:0016020,CC,Membrane
ht3,GO:0015145,MF,Monosaccharide transmembrane transporter activity
ht3,GO:0015749,BP,Monosaccharide transmembrane transport
ht3,GO:0016020,CC,Membrane
TGAS118,GO:0006952,BP,Defense response
LeMYBI,GO:0003677,MF,DNA binding
exp9,GO:0005576,CC,Extracellular region
exp9,GO:0009664,BP,Plant-type cell wall organization
CycA1,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
CycA1,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
CycA1,GO:0005634,CC,Nucleus
CycA1,GO:0005737,CC,Cytoplasm
CycA1,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
CycA1,GO:0044772,BP,Mitotic cell cycle phase transition
CycA2,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
CycA2,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
CycA2,GO:0005634,CC,Nucleus
CycA2,GO:0005737,CC,Cytoplasm
CycA2,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
CycA2,GO:0044772,BP,Mitotic cell cycle phase transition
LOC543746,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
LOC543746,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
LOC543746,GO:0005634,CC,Nucleus
LOC543746,GO:0005737,CC,Cytoplasm
LOC543746,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
LOC543746,GO:0044772,BP,Mitotic cell cycle phase transition
CycB2,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
CycB2,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
CycB2,GO:0005634,CC,Nucleus
CycB2,GO:0005737,CC,Cytoplasm
CycB2,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
CycB2,GO:0044772,BP,Mitotic cell cycle phase transition
cycD3,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
cycD3,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
cycD3,GO:0005634,CC,Nucleus
cycD3,GO:0005737,CC,Cytoplasm
cycD3,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
cycD3,GO:0044772,BP,Mitotic cell cycle phase transition
Rab11a,GO:0003924,MF,GTPase activity
Rab11a,GO:0005525,MF,GTP binding
Rab11a,GO:0005768,CC,Endosome
Rab11a,GO:0016192,BP,Vesicle-mediated transport
IAA9,GO:0005515,MF,Protein binding
IAA9,GO:0005634,CC,Nucleus
IAA9,GO:0006355,BP,Regulation of DNA-templated transcription
LOC543751,GO:0004046,MF,Aminoacylase activity
LOC543751,GO:0005737,CC,Cytoplasm
LOC543751,GO:0006520,BP,Amino acid metabolic process
L23,GO:0003735,MF,Structural constituent of ribosome
L23,GO:0005840,CC,Ribosome
L23,GO:0006412,BP,Translation
L23,GO:0022625,CC,Cytosolic large ribosomal subunit
L23,GO:0070180,MF,Large ribosomal subunit rRNA binding
DAD1,GO:0006487,BP,Protein N-linked glycosylation
DAD1,GO:0008250,CC,Oligosaccharyltransferase complex
DAD1,GO:0016020,CC,Membrane
cgi1,GO:0005730,CC,Nucleolus
ats1,GO:0003676,MF,Nucleic acid binding
ats1,GO:0004816,MF,Asparagine-tRNA ligase activity
ats1,GO:0005524,MF,ATP binding
ats1,GO:0005739,CC,Mitochondrion
ats1,GO:0006421,BP,Asparaginyl-tRNA aminoacylation
gts1,GO:0004356,MF,Glutamine synthetase activity
gts1,GO:0005737,CC,Cytoplasm
gts1,GO:0006542,BP,Glutamine biosynthetic process
LOC543757,GO:0000413,BP,Protein peptidyl-prolyl isomerization
LOC543757,GO:0003755,MF,Peptidyl-prolyl cis-trans isomerase activity
LOC543757,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC543758,GO:0004540,MF,RNA nuclease activity
LOC543758,GO:0008061,MF,Chitin binding
LOC543758,GO:0042742,BP,Defense response to bacterium
LOC543758,GO:0050832,BP,Defense response to fungus
fsm1,GO:0003700,MF,DNA-binding transcription factor activity
VP1,GO:0004427,MF,Inorganic diphosphate phosphatase activity
VP1,GO:0009678,MF,Diphosphate hydrolysis-driven proton transmembrane transporter activity
VP1,GO:0016020,CC,Membrane
VP1,GO:1902600,BP,Proton transmembrane transport
opr2,GO:0010181,MF,FMN binding
opr2,GO:0016491,MF,Oxidoreductase activity
opr3,GO:0005777,CC,Peroxisome
opr3,GO:0009695,BP,Jasmonic acid biosynthetic process
opr3,GO:0010181,MF,FMN binding
opr3,GO:0016629,MF,12-oxophytodienoate reductase activity
opr3,GO:0031408,BP,Oxylipin biosynthetic process
LOC543764,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC543764,GO:0005886,CC,Plasma membrane
LOC543764,GO:0005975,BP,Carbohydrate metabolic process
st3,GO:0008643,BP,Carbohydrate transport
st3,GO:0016020,CC,Membrane
st3,GO:0051119,MF,Sugar transmembrane transporter activity
st3,GO:0055085,BP,Transmembrane transport
kdsA,GO:0005737,CC,Cytoplasm
kdsA,GO:0005829,CC,Cytosol
kdsA,GO:0008676,MF,3-deoxy-8-phosphooctulonate synthase activity
kdsA,GO:0046364,BP,Monosaccharide biosynthetic process
t19-8,GO:0005829,CC,Cytosol
t19-8,GO:0051082,MF,Unfolded protein binding
t19-8,GO:0051085,BP,Chaperone cofactor-dependent protein refolding
t19-8,GO:0051087,MF,Protein-folding chaperone binding
cdkB1,GO:0000082,BP,G1/S transition of mitotic cell cycle
cdkB1,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
cdkB1,GO:0004693,MF,Cyclin-dependent protein serine/threonine kinase activity
cdkB1,GO:0005524,MF,ATP binding
cdkB1,GO:0005634,CC,Nucleus
cdkB1,GO:0005737,CC,Cytoplasm
cdkB1,GO:0006468,BP,Protein phosphorylation
cdkB1,GO:0007165,BP,Signal transduction
cdkB1,GO:0010389,BP,Regulation of G2/M transition of mitotic cell cycle
cdkB1,GO:0010468,BP,Regulation of gene expression
cdkB1,GO:0030332,MF,Cyclin binding
cdkB2,GO:0000082,BP,G1/S transition of mitotic cell cycle
cdkB2,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
cdkB2,GO:0004693,MF,Cyclin-dependent protein serine/threonine kinase activity
cdkB2,GO:0005524,MF,ATP binding
cdkB2,GO:0005634,CC,Nucleus
cdkB2,GO:0005737,CC,Cytoplasm
cdkB2,GO:0006468,BP,Protein phosphorylation
cdkB2,GO:0007165,BP,Signal transduction
